atr_mult,rebound,vol_block,atr_fast,atr_slow,final,max_dd_pct,months_up_pct,median_year_pct,years_up,trades_per_year,ruined
3.8,0.35,1.0,10,200,714.59,22.39,53.3,7.1,18,126.0,False
3.8,0.35,1.0,10,288,487.03,24.0,53.3,4.88,16,130.0,False
3.8,0.35,1.0,10,400,652.24,20.73,56.8,7.15,18,128.0,False
3.8,0.35,1.0,15,150,576.05,25.72,55.9,6.25,17,135.0,False
3.8,0.35,1.0,15,200,883.05,14.71,54.2,5.55,17,132.0,False
3.8,0.35,1.0,15,288,771.54,18.57,51.5,3.91,15,138.0,False
3.8,0.35,1.0,15,400,886.21,17.72,53.7,5.9,17,133.0,False
3.8,0.35,1.0,20,150,720.41,32.08,54.6,7.93,17,140.0,False
3.8,0.35,1.0,20,200,448.38,35.55,54.2,4.16,16,134.0,False
3.8,0.35,1.0,20,288,563.57,26.87,47.1,2.95,15,143.0,False
3.8,0.35,1.0,20,400,897.01,32.99,58.6,7.46,15,142.0,False
3.8,0.35,1.0,30,150,482.87,36.05,52.0,1.66,12,143.0,False
3.8,0.35,1.0,30,200,471.75,30.7,48.5,1.0,14,145.0,False
3.8,0.35,1.0,30,288,360.25,36.21,49.3,5.2,15,145.0,False
3.8,0.35,1.0,30,400,678.41,36.29,51.1,5.14,14,146.0,False
3.8,0.35,1.1,5,150,492.08,33.23,52.9,7.83,14,122.0,False
3.8,0.35,1.1,5,200,836.55,38.07,54.2,5.39,14,116.0,False
3.8,0.35,1.1,5,288,499.45,36.75,52.0,4.11,15,121.0,False
3.8,0.35,1.1,5,400,678.57,35.49,55.1,7.4,15,122.0,False
3.8,0.35,1.1,10,150,571.16,19.43,55.1,4.09,16,145.0,False
3.8,0.35,1.1,10,200,401.98,30.4,48.9,4.91,14,134.0,False
3.8,0.35,1.1,10,288,566.27,21.27,54.2,5.0,16,144.0,False
3.8,0.35,1.1,10,400,581.48,23.89,55.1,2.43,13,143.0,False
3.8,0.35,1.1,15,150,472.92,38.5,51.1,6.64,14,147.0,False
3.8,0.35,1.1,15,200,606.85,21.24,49.3,3.77,15,141.0,False
3.8,0.35,1.1,15,288,407.33,37.72,54.2,1.53,14,145.0,False
3.8,0.35,1.1,15,400,361.53,30.94,52.4,0.88,11,148.0,False
3.8,0.35,1.1,20,150,382.08,43.69,52.0,5.65,14,150.0,False
3.8,0.35,1.1,20,200,329.2,42.69,48.9,4.02,13,147.0,False
3.8,0.35,1.1,20,288,418.49,47.78,51.5,2.45,14,153.0,False
3.8,0.35,1.1,20,400,554.17,44.19,55.9,8.11,14,157.0,False
3.8,0.35,1.1,30,150,347.31,48.06,47.1,1.85,13,157.0,False
3.8,0.35,1.1,30,200,306.13,74.68,45.4,1.88,13,149.0,False
3.8,0.35,1.1,30,288,239.55,46.9,47.1,0.85,11,158.0,False
3.8,0.35,1.1,30,400,474.93,35.71,48.5,2.5,13,158.0,False
3.8,0.35,1.2,5,150,404.21,33.23,50.2,7.91,16,127.0,False
3.8,0.35,1.2,5,200,665.27,26.89,53.7,5.44,17,132.0,False
3.8,0.35,1.2,5,288,481.7,28.43,51.1,3.42,18,131.0,False
3.8,0.35,1.2,5,400,361.61,51.5,53.7,6.47,14,134.0,False
3.8,0.35,1.2,10,150,482.19,50.08,47.1,1.76,12,147.0,False
3.8,0.35,1.2,10,200,318.59,50.18,49.8,2.13,12,143.0,False
3.8,0.35,1.2,10,288,564.97,52.88,48.0,8.28,14,152.0,False
3.8,0.35,1.2,10,400,391.52,48.98,51.5,1.51,13,151.0,False
3.8,0.35,1.2,15,150,643.68,24.12,51.5,1.41,15,161.0,False
3.8,0.35,1.2,15,200,288.85,55.51,49.3,5.11,12,152.0,False
3.8,0.35,1.2,15,288,182.99,49.46,48.9,0.66,12,157.0,False
3.8,0.35,1.2,15,400,267.58,42.49,50.2,0.25,11,156.0,False
3.8,0.35,1.2,20,150,289.88,45.74,51.1,6.86,15,161.0,False
3.8,0.35,1.2,20,200,235.53,57.25,48.5,1.04,10,155.0,False
3.8,0.35,1.2,20,288,194.22,65.76,47.1,0.44,10,162.0,False
3.8,0.35,1.2,20,400,287.49,54.2,49.8,0.92,10,166.0,False
3.8,0.35,1.2,30,150,188.23,48.18,48.0,2.42,10,168.0,False
3.8,0.35,1.2,30,200,80.7,81.96,45.8,-0.96,8,158.0,False
3.8,0.35,1.2,30,288,136.77,67.92,47.6,1.51,11,167.0,False
3.8,0.35,1.2,30,400,96.96,85.62,48.5,0.26,10,170.0,False
3.8,0.45,0.8,5,150,1389.95,18.41,62.6,6.51,17,87.0,False
3.8,0.45,0.8,5,200,1617.42,18.45,61.7,6.55,19,80.0,False
3.8,0.45,0.8,5,288,1665.8,21.9,66.1,8.95,18,84.0,False
3.8,0.45,0.8,5,400,1555.97,17.92,63.4,6.86,18,80.0,False
3.8,0.45,0.8,10,150,1586.77,13.94,65.2,11.12,19,91.0,False
3.8,0.45,0.8,10,200,1506.07,11.52,65.2,7.47,19,89.0,False
3.8,0.45,0.8,10,288,1597.13,12.25,65.2,5.39,18,93.0,False
3.8,0.45,0.8,10,400,1505.71,12.83,63.4,5.98,18,92.0,False
3.8,0.45,0.8,15,150,1201.12,14.12,61.2,6.73,19,98.0,False
3.8,0.45,0.8,15,200,1475.33,17.55,62.6,6.05,17,98.0,False
3.8,0.45,0.8,15,288,1269.59,13.95,59.0,5.21,19,97.0,False
3.8,0.45,0.8,15,400,1378.37,14.4,65.6,4.88,19,92.0,False
3.8,0.45,0.8,20,150,1493.09,20.55,60.4,6.27,17,97.0,False
3.8,0.45,0.8,20,200,1146.1,23.07,63.4,5.83,16,100.0,False
3.8,0.45,0.8,20,288,1197.34,20.28,61.2,4.85,19,100.0,False
3.8,0.45,0.8,20,400,1709.81,20.61,65.6,6.71,19,97.0,False
3.8,0.45,0.8,30,150,1135.58,11.13,59.5,2.95,19,98.0,False
3.8,0.45,0.8,30,200,1190.52,16.71,62.1,7.32,16,107.0,False
3.8,0.45,0.8,30,288,1243.99,16.04,58.6,6.74,18,105.0,False
3.8,0.45,0.8,30,400,1075.13,16.85,60.4,7.96,16,99.0,False
3.8,0.45,0.9,5,150,1359.84,22.78,58.6,6.44,17,95.0,False
3.8,0.45,0.9,5,200,1477.2,21.76,61.7,8.28,18,95.0,False
3.8,0.45,0.9,5,288,1580.55,23.53,65.2,7.41,19,96.0,False
3.8,0.45,0.9,5,400,1355.5,21.9,60.8,6.25,18,97.0,False
3.8,0.45,0.9,10,150,1124.95,15.09,62.6,10.1,19,106.0,False
3.8,0.45,0.9,10,200,1211.17,15.84,59.5,6.32,19,105.0,False
3.8,0.45,0.9,10,288,1176.05,15.97,59.9,8.44,16,101.0,False
3.8,0.45,0.9,10,400,1236.95,14.64,59.9,8.03,19,110.0,False
3.8,0.45,0.9,15,150,1209.16,16.29,56.8,5.17,18,113.0,False
3.8,0.45,0.9,15,200,1111.27,15.9,56.4,5.11,19,115.0,False
3.8,0.45,0.9,15,288,1069.08,15.9,55.5,6.22,17,114.0,False
3.8,0.45,0.9,15,400,1007.1,16.29,58.1,7.06,18,114.0,False
3.8,0.45,0.9,20,150,843.61,23.48,59.5,5.55,17,116.0,False
3.8,0.45,0.9,20,200,1199.21,23.61,59.0,9.88,17,118.0,False
3.8,0.45,0.9,20,288,861.2,25.85,56.4,7.28,18,115.0,False
3.8,0.45,0.9,20,400,1096.55,24.87,59.9,9.1,17,114.0,False
3.8,0.45,0.9,30,150,1129.15,24.54,58.1,7.3,18,117.0,False
3.8,0.45,0.9,30,200,838.58,23.07,57.3,6.76,15,124.0,False
3.8,0.45,0.9,30,288,870.05,22.78,55.9,8.73,16,122.0,False
3.8,0.45,0.9,30,400,895.61,18.27,52.9,2.82,14,123.0,False
3.8,0.45,1.0,5,150,1332.19,24.13,57.3,6.17,17,105.0,False
3.8,0.45,1.0,5,200,1043.83,23.52,57.3,5.17,17,103.0,False
3.8,0.45,1.0,5,288,1186.3,21.76,54.6,5.57,18,107.0,False
3.8,0.45,1.0,5,400,1257.83,22.67,59.0,3.13,19,111.0,False
3.8,0.45,1.0,10,150,1064.23,21.36,56.4,5.54,18,120.0,False
3.8,0.45,1.0,10,200,1035.39,22.73,55.1,7.89,19,117.0,False
3.8,0.45,1.0,10,288,1109.24,20.59,55.1,4.9,19,122.0,False
3.8,0.45,1.0,10,400,966.04,20.95,59.5,5.61,16,123.0,False
3.8,0.45,1.0,15,150,893.61,15.93,59.0,5.89,17,129.0,False
3.8,0.45,1.0,15,200,1155.49,19.01,62.6,8.87,19,125.0,False
3.8,0.45,1.0,15,288,1163.33,15.9,55.1,5.04,18,129.0,False
3.8,0.45,1.0,15,400,911.87,19.59,53.3,4.81,17,127.0,False
3.8,0.45,1.0,20,150,803.23,31.57,58.1,3.51,16,130.0,False
3.8,0.45,1.0,20,200,877.68,41.9,53.3,4.67,15,131.0,False
3.8,0.45,1.0,20,288,658.36,26.54,51.1,3.25,13,138.0,False
3.8,0.45,1.0,20,400,655.08,31.0,51.5,2.0,14,130.0,False
3.8,0.45,1.0,30,150,738.85,29.75,54.6,2.88,14,133.0,False
3.8,0.45,1.0,30,200,695.74,29.38,53.7,1.15,15,133.0,False
3.8,0.45,1.0,30,288,493.69,32.33,50.2,4.48,13,139.0,False
3.8,0.45,1.0,30,400,566.31,27.65,52.9,3.77,15,137.0,False
3.8,0.45,1.1,5,150,754.53,30.01,56.4,6.39,15,119.0,False
3.8,0.45,1.1,5,200,948.87,25.73,59.0,3.25,18,113.0,False
3.8,0.45,1.1,5,288,782.61,26.58,53.7,4.2,15,117.0,False
3.8,0.45,1.1,5,400,784.79,28.35,55.5,4.15,17,119.0,False
3.8,0.45,1.1,10,150,830.82,25.81,54.6,2.5,16,134.0,False
3.8,0.45,1.1,10,200,812.62,21.87,54.2,7.36,17,124.0,False
3.8,0.45,1.1,10,288,802.63,22.09,52.4,6.87,16,133.0,False
3.8,0.45,1.1,10,400,530.1,20.14,52.4,4.09,16,133.0,False
3.8,0.45,1.1,15,150,560.04,28.59,52.0,2.86,16,137.0,False
3.8,0.45,1.1,15,200,527.01,21.79,54.2,6.43,15,133.0,False
3.8,0.45,1.1,15,288,580.99,38.61,52.9,2.29,16,140.0,False
3.8,0.45,1.1,15,400,834.6,32.8,56.4,6.85,16,142.0,False
3.8,0.45,1.1,20,150,504.39,41.05,54.6,3.26,14,144.0,False
3.8,0.45,1.1,20,200,531.05,27.1,52.0,4.66,17,142.0,False
3.8,0.45,1.1,20,288,476.95,40.46,46.7,0.9,12,145.0,False
3.8,0.45,1.1,20,400,460.28,34.72,51.5,2.53,14,146.0,False
3.8,0.45,1.1,30,150,499.1,54.75,49.8,1.58,13,149.0,False
3.8,0.45,1.1,30,200,442.69,47.17,48.9,1.73,14,146.0,False
3.8,0.45,1.1,30,288,386.81,62.92,45.4,1.44,13,157.0,False
3.8,0.45,1.1,30,400,469.62,59.43,48.5,0.86,12,155.0,False
3.8,0.45,1.2,5,150,603.29,29.44,55.5,1.04,15,121.0,False
3.8,0.45,1.2,5,200,573.89,35.68,56.4,4.23,16,122.0,False
3.8,0.45,1.2,5,288,467.92,30.48,51.1,2.44,17,126.0,False
3.8,0.45,1.2,5,400,495.54,24.07,48.9,1.52,13,119.0,False
3.8,0.45,1.2,10,150,768.01,35.29,55.5,9.27,16,141.0,False
3.8,0.45,1.2,10,200,809.04,34.65,56.4,6.42,15,138.0,False
3.8,0.45,1.2,10,288,692.98,43.14,51.1,2.98,13,139.0,False
3.8,0.45,1.2,10,400,657.45,25.14,53.3,7.77,14,140.0,False
3.8,0.45,1.2,15,150,461.66,27.75,48.9,1.03,12,148.0,False
3.8,0.45,1.2,15,200,625.92,38.04,49.8,7.41,15,142.0,False
3.8,0.45,1.2,15,288,490.23,30.61,51.1,2.38,15,152.0,False
3.8,0.45,1.2,15,400,725.24,29.11,50.2,6.58,15,158.0,False
3.8,0.45,1.2,20,150,418.58,50.69,52.4,5.16,15,159.0,False
3.8,0.45,1.2,20,200,392.48,55.37,50.2,8.08,14,150.0,False
3.8,0.45,1.2,20,288,293.46,45.19,46.7,0.06,11,156.0,False
3.8,0.45,1.2,20,400,261.32,67.99,44.9,0.72,10,153.0,False
3.8,0.45,1.2,30,150,261.83,61.49,49.3,3.38,12,161.0,False
3.8,0.45,1.2,30,200,250.27,53.86,47.6,2.91,13,155.0,False
3.8,0.45,1.2,30,288,109.05,97.25,48.0,0.18,10,162.0,False
3.8,0.45,1.2,30,400,239.11,71.16,47.6,1.06,13,167.0,False
3.8,0.55,0.8,5,150,1303.56,18.64,59.9,5.7,19,78.0,False
3.8,0.55,0.8,5,200,1478.26,23.21,62.1,7.05,19,75.0,False
3.8,0.55,0.8,5,288,1628.39,19.33,63.9,6.4,19,78.0,False
3.8,0.55,0.8,5,400,1623.82,20.28,65.6,5.03,18,78.0,False
3.8,0.55,0.8,10,150,1739.07,12.47,67.0,6.32,18,85.0,False
3.8,0.55,0.8,10,200,1604.5,12.67,64.8,7.41,19,83.0,False
3.8,0.55,0.8,10,288,1723.58,15.02,65.6,9.45,19,88.0,False
3.8,0.55,0.8,10,400,1683.13,15.91,68.3,7.89,18,82.0,False
3.8,0.55,0.8,15,150,1657.26,17.31,64.3,5.92,18,92.0,False
3.8,0.55,0.8,15,200,1446.67,17.93,62.6,6.57,18,92.0,False
3.8,0.55,0.8,15,288,1218.29,18.55,63.9,5.45,18,91.0,False
3.8,0.55,0.8,15,400,1254.45,18.91,60.8,7.15,18,90.0,False
3.8,0.55,0.8,20,150,1168.42,20.54,59.9,3.76,19,92.0,False
3.8,0.55,0.8,20,200,1160.47,24.02,59.5,6.06,18,99.0,False
3.8,0.55,0.8,20,288,919.31,21.8,56.4,8.08,16,94.0,False
3.8,0.55,0.8,20,400,1445.03,21.12,63.0,6.09,17,91.0,False
3.8,0.55,0.8,30,150,1358.27,10.07,60.8,7.39,17,94.0,False
3.8,0.55,0.8,30,200,1213.47,17.01,63.4,7.37,18,100.0,False
3.8,0.55,0.8,30,288,1147.62,19.27,60.4,7.95,17,103.0,False
3.8,0.55,0.8,30,400,1173.23,18.03,59.5,8.99,17,92.0,False
3.8,0.55,0.9,5,150,1267.98,18.94,59.0,7.47,18,95.0,False
3.8,0.55,0.9,5,200,1505.65,22.88,64.8,8.88,18,86.0,False
3.8,0.55,0.9,5,288,1223.87,20.29,58.1,5.98,19,91.0,False
3.8,0.55,0.9,5,400,1280.36,21.25,64.3,8.82,19,93.0,False
3.8,0.55,0.9,10,150,1254.67,14.52,64.3,10.94,17,97.0,False
3.8,0.55,0.9,10,200,1562.16,14.38,67.4,8.49,19,96.0,False
3.8,0.55,0.9,10,288,1135.86,15.39,57.7,4.16,16,97.0,False
3.8,0.55,0.9,10,400,1370.27,16.68,65.2,10.51,19,97.0,False
3.8,0.55,0.9,15,150,1116.75,18.48,57.7,6.16,18,106.0,False
3.8,0.55,0.9,15,200,1130.91,18.1,59.9,5.76,18,104.0,False
3.8,0.55,0.9,15,288,1356.53,17.45,62.1,6.3,17,108.0,False
3.8,0.55,0.9,15,400,1075.9,18.44,62.1,5.65,18,106.0,False
3.8,0.55,0.9,20,150,1125.23,25.13,60.4,3.24,16,109.0,False
3.8,0.55,0.9,20,200,1232.23,26.24,59.9,5.62,17,112.0,False
3.8,0.55,0.9,20,288,1056.42,23.49,62.1,7.07,19,114.0,False
3.8,0.55,0.9,20,400,819.27,23.43,57.7,7.38,16,105.0,False
3.8,0.55,0.9,30,150,1386.24,20.1,62.6,8.04,16,113.0,False
3.8,0.55,0.9,30,200,1150.22,21.84,58.6,6.5,17,118.0,False
3.8,0.55,0.9,30,288,1367.41,17.41,62.1,9.3,18,122.0,False
3.8,0.55,0.9,30,400,830.46,17.28,54.6,7.65,15,110.0,False
3.8,0.55,1.0,5,150,1236.88,23.33,61.7,4.74,17,105.0,False
3.8,0.55,1.0,5,200,1239.54,23.42,61.2,5.31,18,99.0,False
3.8,0.55,1.0,5,288,1086.51,23.21,61.7,8.2,18,100.0,False
3.8,0.55,1.0,5,400,1173.5,19.89,57.3,5.44,15,104.0,False
3.8,0.55,1.0,10,150,1111.87,19.52,56.8,5.4,17,111.0,False
3.8,0.55,1.0,10,200,1086.39,20.82,60.4,11.25,18,108.0,False
3.8,0.55,1.0,10,288,1156.81,20.82,58.6,7.74,18,115.0,False
3.8,0.55,1.0,10,400,1012.93,18.31,60.4,5.22,17,112.0,False
3.8,0.55,1.0,15,150,708.91,26.59,52.9,8.09,17,120.0,False
3.8,0.55,1.0,15,200,842.86,21.15,53.3,6.99,18,116.0,False
3.8,0.55,1.0,15,288,823.43,15.98,56.4,8.96,19,120.0,False
3.8,0.55,1.0,15,400,790.24,17.51,55.5,5.19,17,122.0,False
3.8,0.55,1.0,20,150,838.48,28.59,52.4,4.34,16,119.0,False
3.8,0.55,1.0,20,200,1070.26,33.3,57.7,6.36,17,119.0,False
3.8,0.55,1.0,20,288,552.8,37.05,52.4,4.86,14,129.0,False
3.8,0.55,1.0,20,400,647.74,27.17,52.4,2.46,16,126.0,False
3.8,0.55,1.0,30,150,718.38,30.72,53.7,4.77,16,128.0,False
3.8,0.55,1.0,30,200,1050.94,24.03,54.2,5.8,18,133.0,False
3.8,0.55,1.0,30,288,946.77,20.95,55.5,9.06,17,137.0,False
3.8,0.55,1.0,30,400,823.42,29.31,52.4,7.58,13,133.0,False
3.8,0.55,1.1,5,150,811.96,26.12,57.7,4.28,17,110.0,False
3.8,0.55,1.1,5,200,952.89,23.82,60.8,5.3,17,102.0,False
3.8,0.55,1.1,5,288,854.61,26.28,60.4,6.57,17,108.0,False
3.8,0.55,1.1,5,400,787.71,29.71,57.7,7.13,14,107.0,False
3.8,0.55,1.1,10,150,905.69,19.75,59.0,3.65,18,126.0,False
3.8,0.55,1.1,10,200,940.38,18.31,57.7,8.68,17,117.0,False
3.8,0.55,1.1,10,288,1078.93,21.7,60.4,8.58,18,122.0,False
3.8,0.55,1.1,10,400,1081.74,24.1,61.2,4.47,16,122.0,False
3.8,0.55,1.1,15,150,403.35,25.71,51.5,5.74,15,131.0,False
3.8,0.55,1.1,15,200,714.18,38.65,59.5,7.7,16,125.0,False
3.8,0.55,1.1,15,288,667.95,37.08,51.1,2.98,16,135.0,False
3.8,0.55,1.1,15,400,742.7,34.71,53.3,7.68,16,131.0,False
3.8,0.55,1.1,20,150,744.29,41.91,55.1,5.17,15,136.0,False
3.8,0.55,1.1,20,200,475.1,37.19,49.8,4.1,14,129.0,False
3.8,0.55,1.1,20,288,801.03,35.47,52.0,6.42,16,141.0,False
3.8,0.55,1.1,20,400,741.82,31.36,55.5,3.88,14,139.0,False
3.8,0.55,1.1,30,150,690.1,33.97,54.6,7.79,15,144.0,False
3.8,0.55,1.1,30,200,494.45,38.72,54.2,5.85,14,136.0,False
3.8,0.55,1.1,30,288,342.43,29.96,50.2,1.6,10,147.0,False
3.8,0.55,1.1,30,400,624.36,37.14,49.8,3.16,11,147.0,False
3.8,0.55,1.2,5,150,716.27,40.66,56.4,8.52,16,110.0,False
3.8,0.55,1.2,5,200,801.3,25.48,56.4,4.98,17,107.0,False
3.8,0.55,1.2,5,288,486.02,23.68,55.5,4.56,18,108.0,False
3.8,0.55,1.2,5,400,627.39,38.61,50.7,2.75,14,118.0,False
3.8,0.55,1.2,10,150,697.72,23.82,55.1,5.88,16,131.0,False
3.8,0.55,1.2,10,200,766.11,19.69,56.4,6.7,17,126.0,False
3.8,0.55,1.2,10,288,498.34,32.46,50.7,2.57,13,133.0,False
3.8,0.55,1.2,10,400,842.75,26.65,53.7,9.11,16,127.0,False
3.8,0.55,1.2,15,150,765.63,20.79,54.2,4.21,16,139.0,False
3.8,0.55,1.2,15,200,406.33,35.18,52.0,0.5,11,135.0,False
3.8,0.55,1.2,15,288,489.73,37.11,54.2,1.98,15,143.0,False
3.8,0.55,1.2,15,400,579.56,36.51,51.1,2.44,15,145.0,False
3.8,0.55,1.2,20,150,389.25,50.2,49.3,2.07,14,143.0,False
3.8,0.55,1.2,20,200,440.37,46.04,50.7,0.95,14,139.0,False
3.8,0.55,1.2,20,288,218.69,43.64,53.3,0.62,13,145.0,False
3.8,0.55,1.2,20,400,405.75,29.7,48.9,2.12,15,150.0,False
3.8,0.55,1.2,30,150,316.54,48.89,47.6,1.17,13,152.0,False
3.8,0.55,1.2,30,200,550.74,60.56,51.5,0.91,12,148.0,False
3.8,0.55,1.2,30,288,191.4,44.37,48.0,0.76,11,156.0,False
3.8,0.55,1.2,30,400,601.02,43.59,47.6,2.51,12,163.0,False
3.8,0.65,0.8,5,150,1609.85,18.53,60.8,7.74,17,73.0,False
3.8,0.65,0.8,5,200,1395.18,22.15,59.5,8.0,17,70.0,False
3.8,0.65,0.8,5,288,1261.46,20.25,63.4,6.2,17,71.0,False
3.8,0.65,0.8,5,400,1592.09,22.61,70.9,7.01,16,71.0,False
3.8,0.65,0.8,10,150,1846.73,19.19,66.1,4.87,19,82.0,False
3.8,0.65,0.8,10,200,1752.89,19.37,69.6,8.73,18,77.0,False
3.8,0.65,0.8,10,288,1648.46,24.22,67.8,8.97,19,77.0,False
3.8,0.65,0.8,10,400,1578.97,20.31,66.1,7.7,18,72.0,False
3.8,0.65,0.8,15,150,1819.32,19.67,65.2,5.55,19,86.0,False
3.8,0.65,0.8,15,200,1462.23,19.67,61.2,4.19,18,85.0,False
3.8,0.65,0.8,15,288,1402.18,19.66,62.1,5.29,18,84.0,False
3.8,0.65,0.8,15,400,1271.28,19.66,63.4,6.3,19,82.0,False
3.8,0.65,0.8,20,150,1759.76,17.29,66.1,8.32,19,88.0,False
3.8,0.65,0.8,20,200,1747.58,18.49,63.9,7.53,18,94.0,False
3.8,0.65,0.8,20,288,1283.45,22.4,60.8,7.26,19,91.0,False
3.8,0.65,0.8,20,400,1648.34,19.05,62.1,5.84,18,87.0,False
3.8,0.65,0.8,30,150,1636.67,17.36,68.7,7.92,19,89.0,False
3.8,0.65,0.8,30,200,1606.36,17.32,66.1,7.96,18,94.0,False
3.8,0.65,0.8,30,288,1298.58,18.02,63.4,8.03,18,94.0,False
3.8,0.65,0.8,30,400,1353.66,17.91,63.9,6.48,17,90.0,False
3.8,0.65,0.9,5,150,1274.22,18.53,58.6,7.14,16,83.0,False
3.8,0.65,0.9,5,200,1298.9,17.98,60.8,8.83,18,79.0,False
3.8,0.65,0.9,5,288,1631.47,21.37,63.4,7.73,18,81.0,False
3.8,0.65,0.9,5,400,1385.43,20.27,59.5,7.25,18,84.0,False
3.8,0.65,0.9,10,150,1401.68,18.73,67.8,7.25,18,89.0,False
3.8,0.65,0.9,10,200,1351.8,22.22,65.6,10.65,18,87.0,False
3.8,0.65,0.9,10,288,1447.84,19.18,61.7,9.25,18,92.0,False
3.8,0.65,0.9,10,400,1378.29,18.99,63.0,10.11,18,91.0,False
3.8,0.65,0.9,15,150,1322.16,18.45,63.9,10.89,19,102.0,False
3.8,0.65,0.9,15,200,1270.19,17.55,57.3,4.89,19,100.0,False
3.8,0.65,0.9,15,288,1357.94,17.27,60.4,7.64,17,105.0,False
3.8,0.65,0.9,15,400,1462.52,17.6,60.4,6.68,18,99.0,False
3.8,0.65,0.9,20,150,1059.46,25.56,55.1,5.75,17,100.0,False
3.8,0.65,0.9,20,200,1265.99,23.76,60.4,5.77,18,106.0,False
3.8,0.65,0.9,20,288,776.35,25.64,57.7,11.03,15,106.0,False
3.8,0.65,0.9,20,400,1062.27,22.41,58.6,3.38,19,104.0,False
3.8,0.65,0.9,30,150,1131.62,22.26,61.7,7.93,17,102.0,False
3.8,0.65,0.9,30,200,1609.99,26.12,63.4,9.83,18,110.0,False
3.8,0.65,0.9,30,288,1561.49,18.3,64.8,8.33,19,115.0,False
3.8,0.65,0.9,30,400,1350.9,18.71,64.3,8.89,17,109.0,False
3.8,0.65,1.0,5,150,1015.13,18.48,55.9,5.15,18,94.0,False
3.8,0.65,1.0,5,200,1130.67,19.5,55.9,6.15,19,88.0,False
